@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
Average,F,Horror,R,Low,Awful
Average,F,Comedy,R,Low,Below_Average
Average,F,Animation,PG,High,Average
Average,F,Sci-Fi,PG-13,High,Awful
Average,F,Animation,G,High,Poor
Average,D,Family,PG,High,Below_Average
Average,D,Thriller,PG-13,High,Average
Average,F,Thriller,R,High,Poor
Average,F,Comedy,R,High,Below_Average
Average,F,Family,PG,High,Average
Average,F,Romance,PG,High,Poor
Average,F,Comedy,R,High,Below_Average
Average,F,Horror,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,R,Medium,Average
Average,F,Comedy,R,Medium,Below_Average
Average,F,Thriller,PG-13,Medium,Poor
Average,F,Horror,R,Medium,Poor
Average,F,Horror,PG-13,Low,Above_Average
Average,F,Drama,Unrated,Low,Good
Average,A,Drama,R,Low,Above_Average
Average,D,Animation,PG,High,Average
Average,F,Animation,PG-13,High,Above_Average
Average,F,Comedy,PG-13,High,Average
Average,F,Comedy,PG-13,High,Poor
Average,F,Thriller,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Animation,PG-13,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,C,Romance,R,Medium,Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Drama,R,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Documentary,R,Low,Above_Average
Average,F,Thriller,R,High,Below_Average
Average,D,Comedy,PG-13,High,Average
Average,F,Thriller,R,High,Below_Average
Average,C,Comedy,PG-13,High,Below_Average
Average,B,Comedy,R,High,Above_Average
Average,F,Family,PG,Medium,Poor
Average,F,Thriller,PG-13,Medium,Average
Average,D,Comedy,PG-13,Medium,Below_Average
Average,D,Family,PG,Medium,Below_Average
Average,F,Comedy,R,Medium,Below_Average
Average,F,Horror,PG-13,Medium,Awful
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,R,Medium,Poor
Average,D,Thriller,PG-13,Medium,Average
Average,F,Horror,R,Medium,Average
Average,F,Action,R,Low,Below_Average
Average,D,Thriller,R,Low,Below_Average
Average,F,Drama,PG-13,Low,Awful
Average,F,Drama,PG-13,Low,Average
Average,F,Comedy,R,Low,Average
Average,D,Thriller,PG-13,Medium,Average
Average,F,Sci-Fi,Unrated,Low,Good
Average,F,Horror,R,Medium,Average
Average,F,Animation,PG,High,Average
Average,F,Animation,G,High,Good
Average,F,Horror,PG-13,High,Average
Average,D,Animation,PG,High,Above_Average
Average,F,Action,PG,Medium,Below_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Comedy,R,Medium,Average
Average,F,Horror,R,Medium,Poor
Average,F,Romance,R,Low,Above_Average
Average,F,Drama,Unrated,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,C,Drama,R,Low,Above_Average
Average,F,Comedy,R,Low,Below_Average
Average,D,Animation,PG,High,Average
Average,D,Family,PG,High,Average
Average,F,Horror,PG-13,Medium,Poor
Average,F,Horror,R,Low,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Action,R,Low,Below_Average
Average,F,Thriller,PG-13,High,Awful
Average,F,Family,PG,Medium,Below_Average
Average,F,Drama,R,Medium,Above_Average
Average,F,Horror,PG-13,Medium,Poor
Average,F,Horror,R,Medium,Average
Average,F,Thriller,R,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Romance,R,Low,Below_Average
Average,F,Animation,R,Low,Above_Average
Average,F,Horror,PG-13,Low,Average
Average,D,Horror,PG-13,Low,Below_Average
Average,F,Horror,R,Low,Poor
Average,F,Animation,PG,High,Below_Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,A,Romance,PG-13,High,Above_Average
Average,F,Animation,PG,High,Below_Average
Average,F,Animation,PG,High,Below_Average
Average,F,Horror,R,High,Poor
Average,F,Thriller,R,Medium,Average
Average,F,Family,G,Medium,Average
Average,F,Drama,PG-13,Medium,Below_Average
Average,F,Animation,G,Medium,Average
Average,C,Drama,PG,Medium,Average
Average,F,Romance,PG,Medium,Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Comedy,PG-13,Low,Below_Average
Average,F,Sci-Fi,PG-13,Low,Poor
Average,C,Drama,PG-13,Low,Above_Average
Average,F,Drama,R,Low,Above_Average
Average,F,Thriller,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,R,High,Average
Average,F,Thriller,R,Medium,Below_Average
Average,F,Horror,R,Medium,Below_Average
Average,F,Drama,PG-13,Medium,Above_Average
Average,D,Comedy,R,Medium,Average
Average,F,Sci-Fi,PG-13,Medium,Above_Average
Average,D,Comedy,PG-13,Medium,Below_Average
Average,D,Comedy,R,Medium,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,R,Medium,Below_Average
Average,F,Comedy,R,Low,Above_Average
Average,C,Thriller,R,Medium,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,R,Low,Poor
Average,F,Drama,R,Low,Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Action,Approved,Low,Above_Average
Average,F,Horror,R,Low,Poor
Average,F,Comedy,Approved,Low,Average
Average,F,Family,Approved,Low,Above_Average
Average,F,Family,G,Low,Average
Average,F,Comedy,Unrated,Low,Above_Average
Average,F,Comedy,PG-13,High,Average
Average,D,Thriller,PG-13,High,Average
Average,F,Family,G,High,Poor
Average,B,Sci-Fi,PG,High,Above_Average
Average,F,Romance,PG-13,High,Average
Average,F,Family,PG-13,Medium,Average
Average,F,Comedy,PG-13,High,Average
Average,C,Romance,PG-13,Medium,Average
Average,F,Family,G,Medium,Poor
Average,F,Family,PG,Medium,Above_Average
Average,F,Action,PG-13,Medium,Poor
Average,F,Comedy,PG-13,Medium,Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Action,R,Medium,Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,F,Action,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Romance,PG-13,Low,Average
Average,F,Sci-Fi,PG,Low,Average
Average,F,Drama,PG-13,Low,Average
Average,F,Thriller,R,Low,Below_Average
Average,F,Comedy,R,Low,Poor
Average,F,Horror,R,Low,Below_Average
Average,F,Comedy,PG-13,Low,Below_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Action,Approved,Low,Above_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Documentary,PG-13,Low,Good
Average,F,Animation,PG,High,Average
Average,F,Comedy,R,High,Average
Average,F,Drama,PG-13,High,Average
Average,D,Horror,R,Medium,Average
Average,F,Thriller,R,Medium,Below_Average
Average,F,Family,G,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Sci-Fi,PG,Medium,Below_Average
Average,D,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,R,Medium,Average
Average,F,Family,G,Low,Average
Average,F,Thriller,R,Low,Below_Average
Average,F,Thriller,Unrated,Low,Above_Average
Average,F,Horror,R,Low,Average
Average,D,Romance,R,Low,Average
Average,F,Drama,R,Low,Average
Average,F,Animation,G,High,Average
Average,D,Animation,PG,High,Average
Average,D,Animation,G,High,Above_Average
Average,F,Horror,PG-13,Medium,Poor
Average,D,Drama,PG-13,Medium,Average
Average,C,Horror,R,Medium,Below_Average
Average,F,Drama,R,Medium,Below_Average
Average,D,Comedy,R,Low,Average
Average,C,Comedy,PG-13,Low,Average
Average,F,Thriller,PG-13,Low,Below_Average
Average,F,Horror,R,Low,Poor
Average,F,Horror,R,Low,Below_Average
Average,F,Family,G,Low,Above_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,Unrated,Low,Below_Average
Average,A,Drama,R,Low,Above_Average
Average,F,Documentary,Unrated,Low,Average
Average,F,Romance,R,Low,Above_Average
Average,F,Comedy,R,Low,Average
Average,F,Thriller,R,Low,Below_Average
Average,F,Animation,G,High,Above_Average
Average,C,Animation,PG,High,Average
Average,F,Thriller,PG-13,High,Average
Average,F,Horror,R,High,Below_Average
Average,F,Sci-Fi,PG,Medium,Below_Average
Average,D,Comedy,R,Medium,Average
Average,F,Family,G,Medium,Average
Average,C,Thriller,R,Low,Average
Average,F,Family,PG,Medium,Below_Average
Average,C,Comedy,R,Medium,Above_Average
Average,F,Comedy,PG-13,Low,Above_Average
Average,F,Comedy,R,Low,Awful
Average,F,Drama,PG,Low,Poor
Average,F,Comedy,R,Low,Above_Average
Average,F,Documentary,Unrated,Low,Above_Average
Low,B,Romance,PG-13,High,Average
Low,F,Thriller,PG-13,High,Below_Average
Low,D,Thriller,R,High,Below_Average
Low,F,Drama,PG,High,Average
Low,F,Romance,PG-13,High,Poor
Low,A,Comedy,PG-13,Medium,Average
Low,F,Thriller,PG-13,High,Below_Average
Low,F,Comedy,R,High,Below_Average
Low,F,Horror,PG-13,Medium,Poor
Low,F,Horror,PG-13,Low,Below_Average
Low,D,Romance,PG-13,Medium,Average
Low,D,Thriller,PG-13,Medium,Poor
Low,D,Animation,PG,Medium,Average
Low,F,Comedy,PG-13,Medium,Poor
Low,F,Drama,PG-13,Medium,Below_Average
Low,C,Comedy,PG-13,Medium,Above_Average
Low,D,Sci-Fi,R,Medium,Above_Average
Low,F,Family,PG,Medium,Above_Average
Low,F,Action,G,Low,Above_Average
Low,F,Horror,PG-13,Low,Average
Low,F,Comedy,R,Low,Average
Low,F,Romance,R,Low,Average
Low,F,Comedy,R,Low,Average
Low,B,Comedy,PG-13,Low,Average
Low,C,Drama,R,Low,Below_Average
Low,F,Drama,PG-13,Low,Average
Low,F,Comedy,R,Low,Awful
Low,F,Family,G,Low,Above_Average
Low,F,Comedy,R,Low,Awful
Low,F,Horror,R,Low,Poor
Low,F,Horror,R,Low,Average
Low,F,Horror,R,Low,Average
Low,F,Animation,PG,High,Average
Low,F,Sci-Fi,PG-13,High,Average
Low,F,Comedy,PG,High,Poor
Low,F,Comedy,PG-13,High,Below_Average
Low,C,Romance,PG,High,Average
Low,F,Thriller,R,High,Below_Average
Low,F,Sci-Fi,PG,High,Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Family,PG,Medium,Poor
Low,F,Drama,PG-13,Medium,Above_Average
Low,F,Comedy,PG-13,Medium,Average
Low,C,Comedy,PG-13,Medium,Average
Low,F,Comedy,R,Medium,Awful
Low,D,Comedy,R,Medium,Poor
Low,F,Comedy,PG,Low,Below_Average
Low,F,Comedy,PG,Low,Below_Average
Low,F,Comedy,PG-13,Low,Awful
Low,F,Horror,R,Low,Poor
Low,F,Comedy,PG-13,Low,Awful
Low,F,Thriller,R,Low,Below_Average
Low,F,Drama,PG,Low,Average
Low,F,Horror,R,Low,Below_Average
Low,F,Drama,PG,Low,Awful
Low,F,Sci-Fi,PG-13,Low,Average
Low,A,Thriller,R,High,Average
Low,D,Thriller,R,High,Average
Low,D,Thriller,PG-13,High,Below_Average
Low,C,Thriller,R,High,Average
Low,D,Thriller,R,High,Average
Low,D,Comedy,R,Medium,Average
Low,F,Thriller,R,Medium,Below_Average
Low,F,Horror,R,High,Below_Average
Low,D,Thriller,R,Medium,Average
Low,D,Thriller,R,Medium,Average
Low,F,Horror,R,Medium,Below_Average
Low,F,Romance,R,Medium,Below_Average
Low,F,Comedy,PG-13,Medium,Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Comedy,R,Low,Average
Low,F,Horror,PG-13,Low,Poor
Low,F,Horror,R,Low,Poor
Low,A,Comedy,PG-13,Low,Average
Low,C,Thriller,R,Medium,Below_Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Action,PG-13,Low,Awful
Low,F,Horror,R,Low,Average
Low,F,Horror,PG-13,Low,Below_Average
Low,F,Horror,R,Low,Below_Average
Low,D,Thriller,R,High,Average
Low,C,Animation,PG,High,Above_Average
Low,F,Family,PG,High,Poor
Low,F,Comedy,R,High,Below_Average
Low,F,Animation,G,High,Poor
Low,F,Comedy,PG-13,High,Below_Average
Low,F,Family,PG,High,Awful
Low,A,Comedy,R,High,Below_Average
Low,F,Drama,PG,Medium,Average
Low,F,Romance,R,Medium,Average
Low,F,Thriller,R,Medium,Average
Low,F,Sci-Fi,PG-13,Medium,Average
Low,F,Romance,R,Low,Average
Low,F,Comedy,PG-13,Low,Above_Average
Low,D,Horror,PG-13,Medium,Above_Average
Low,F,Horror,R,Low,Below_Average
Low,F,Drama,PG-13,Low,Below_Average
Low,F,Drama,PG-13,Low,Below_Average
Low,F,Comedy,Approved,Low,Average
Low,F,Documentary,PG,Low,Average
Low,F,Animation,PG,High,Above_Average
Low,D,Thriller,R,High,Below_Average
Low,F,Animation,G,Medium,Above_Average
Low,F,Comedy,PG,Medium,Below_Average
Low,F,Family,PG,Medium,Below_Average
Low,A,Horror,R,Medium,Average
Low,F,Comedy,PG-13,Medium,Average
Low,F,Comedy,PG-13,Medium,Poor
Low,F,Family,PG,Medium,Average
Low,F,Family,PG,Medium,Below_Average
Low,F,Drama,R,Medium,Below_Average
Low,C,Romance,PG-13,Low,Average
Low,F,Comedy,PG-13,Low,Poor
Low,F,Family,PG,Medium,Below_Average
Low,F,Comedy,PG-13,Low,Below_Average
Low,C,Romance,R,Low,Average
Low,F,Comedy,PG-13,Low,Above_Average
Low,F,Drama,R,Low,Below_Average
Low,F,Documentary,R,Low,Average
Low,F,Horror,R,Low,Below_Average
Low,F,Drama,R,Low,Average
Low,F,Comedy,R,Low,Awful
Low,F,Comedy,R,Low,Average
Low,F,Documentary,Unrated,Low,Above_Average
Low,F,Documentary,PG-13,Low,Above_Average
Low,F,Family,PG,High,Below_Average
Low,F,Sci-Fi,PG-13,High,Below_Average
Low,D,Sci-Fi,PG,High,Average
Low,F,Thriller,R,High,Below_Average
Low,C,Comedy,PG-13,High,Poor
Low,F,Comedy,PG-13,Medium,Poor
Low,F,Comedy,PG-13,Medium,Awful
Low,F,Comedy,R,Medium,Average
Low,F,Drama,PG,Medium,Above_Average
Low,F,Horror,PG-13,Medium,Below_Average
Low,F,Comedy,PG,Medium,Average
Low,F,Family,PG,High,Below_Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Romance,PG-13,Medium,Average
Low,F,Animation,PG,Low,Below_Average
Low,F,Horror,R,Low,Below_Average
Low,F,Horror,R,Low,Poor
Low,F,Thriller,Unrated,Low,Below_Average
Low,F,Sci-Fi,PG-13,Low,Above_Average
Low,F,Comedy,PG-13,Low,Average
Low,F,Sci-Fi,PG,Low,Below_Average
Low,F,Documentary,R,Low,Good
Low,C,Animation,PG,High,Average
Low,F,Sci-Fi,PG-13,High,Average
Low,D,Thriller,R,High,Below_Average
Low,F,Thriller,PG-13,High,Average
Low,D,Horror,R,High,Below_Average
Low,F,Romance,PG-13,High,Below_Average
Low,F,Family,PG,High,Below_Average
Low,C,Thriller,R,High,Below_Average
Low,D,Family,PG,High,Average
Low,F,Family,PG,Medium,Below_Average
Low,F,Comedy,PG-13,Medium,Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Romance,PG-13,Medium,Average
Low,A,Horror,R,Medium,Below_Average
Low,F,Family,PG,Medium,Below_Average
Low,F,Comedy,R,Medium,Average
Low,F,Family,PG,Medium,Average
Low,C,Comedy,R,Medium,Below_Average
Low,D,Comedy,PG-13,Medium,Below_Average
Low,F,Family,PG,Medium,Poor
Low,F,Family,PG,Medium,Below_Average
Low,D,Comedy,PG-13,Medium,Below_Average
Low,F,Sci-Fi,PG,Low,Poor
Low,F,Comedy,PG-13,Low,Below_Average
Low,F,Family,PG,Low,Above_Average
Low,F,Horror,R,Low,Poor
Low,F,Thriller,R,Low,Average
Low,F,Family,PG,Low,Average
Low,F,Horror,R,Low,Poor
Low,F,Documentary,NC-17,Low,Average
Low,F,Drama,PG-13,Low,Above_Average
Low,F,Animation,PG,High,Below_Average
Low,C,Animation,PG,High,Average
Low,A,Animation,PG,High,Below_Average
Low,D,Animation,PG,High,Average
Low,F,Comedy,PG-13,High,Awful
Low,C,Animation,G,High,Average
Low,D,Animation,PG,High,Below_Average
Low,A,Thriller,PG-13,High,Below_Average
Low,A,Family,PG,High,Below_Average
Low,F,Family,PG,High,Poor
Low,D,Drama,PG,Medium,Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Thriller,PG-13,Medium,Below_Average
Low,C,Sci-Fi,PG,Medium,Average
Low,F,Comedy,R,Medium,Average
Low,F,Family,G,Medium,Average
Low,D,Comedy,PG-13,Medium,Average
Low,F,Animation,G,Medium,Below_Average
Low,F,Animation,G,Medium,Average
Low,F,Horror,PG-13,Medium,Awful
Low,F,Thriller,PG-13,Medium,Below_Average
Low,C,Animation,PG,High,Average
Low,F,Sci-Fi,PG,Low,Below_Average
Low,F,Thriller,R,Low,Average
Low,F,Comedy,PG-13,Low,Average
Low,F,Drama,R,Low,Above_Average
Low,F,Drama,Unrated,Low,Average
Low,C,Animation,PG,High,Average
Low,A,Drama,R,Low,Average
Low,F,Comedy,PG-13,High,Average
Low,F,Animation,PG,High,Average
Low,F,Family,PG,High,Poor
Low,F,Animation,G,High,Above_Average
Low,D,Thriller,R,High,Below_Average
Low,F,Sci-Fi,PG-13,High,Below_Average
Low,F,Comedy,PG-13,High,Below_Average
Low,F,Family,PG,High,Average
Low,F,Family,PG,High,Below_Average
Low,F,Animation,PG,High,Awful
Low,F,Comedy,PG,High,Below_Average
Low,F,Thriller,R,High,Average
Low,F,Comedy,R,High,Average
Low,C,Horror,PG-13,Medium,Below_Average
Low,F,Sci-Fi,R,Medium,Above_Average
Low,F,Family,PG,Medium,Average
Low,F,Horror,PG-13,Medium,Poor
Low,F,Family,G,Medium,Below_Average
Low,F,Family,PG,Medium,Awful
Low,D,Comedy,R,Medium,Below_Average
Low,F,Thriller,R,Medium,Below_Average
Low,D,Comedy,PG-13,Medium,Average
Low,C,Comedy,R,Low,Average
Low,F,Comedy,R,Low,Average
Low,F,Horror,R,Low,Below_Average
Low,D,Drama,PG-13,Low,Above_Average
Low,F,Drama,PG,Low,Below_Average
Low,D,Drama,R,Low,Above_Average
Low,F,Sci-Fi,G,Low,Average
Low,F,Comedy,R,Low,Poor
Low,F,Comedy,R,Low,Average
Low,F,Animation,PG,Medium,Awful
Low,F,Family,PG,High,Average
Low,F,Thriller,R,Low,Average
Low,F,Romance,R,Low,Average
Low,F,Animation,G,High,Above_Average
Low,F,Animation,PG,High,Average
Low,A,Family,PG,High,Below_Average
Low,C,Animation,PG,High,Average
Low,F,Animation,G,High,Below_Average
Low,D,Thriller,R,High,Below_Average
Low,D,Action,PG-13,High,Average
Low,F,Comedy,PG-13,High,Below_Average
Low,F,Thriller,PG-13,High,Average
Low,F,Action,PG-13,High,Average
Low,C,Horror,R,Medium,Below_Average
Low,F,Animation,G,Medium,Average
Low,F,Comedy,PG-13,Medium,Poor
Low,F,Comedy,PG-13,Medium,Poor
Low,F,Comedy,R,Medium,Average
Low,F,Thriller,R,Medium,Below_Average
Low,F,Horror,R,Medium,Below_Average
Low,F,Comedy,R,Low,Average
Low,F,Thriller,R,Low,Average
Low,F,Horror,PG-13,Low,Poor
Low,F,Comedy,PG,Low,Below_Average
Low,F,Horror,R,Low,Average
Low,F,Drama,Approved,Low,Above_Average
Low,F,Comedy,R,Low,Poor
Low,D,Drama,R,Medium,Average
Low,F,Comedy,R,Low,Below_Average
Low,F,Comedy,Approved,Low,Above_Average
Low,F,Drama,R,Low,Below_Average
Low,D,Horror,R,Low,Average
Low,D,Animation,PG,High,Average
Low,F,Action,PG-13,High,Average
Low,D,Comedy,PG-13,High,Below_Average
Low,D,Family,PG,High,Poor
Low,F,Horror,R,Medium,Average
Low,C,Family,PG,Medium,Awful
Low,F,Thriller,PG-13,Medium,Below_Average
Low,F,Drama,PG-13,Medium,Below_Average
Low,F,Family,PG,Medium,Below_Average
Low,D,Comedy,PG-13,Medium,Below_Average
Low,F,Horror,R,Medium,Below_Average
Low,F,Thriller,R,Medium,Average
Low,F,Horror,R,Low,Poor
Low,D,Drama,R,Low,Below_Average
Low,F,Comedy,R,Low,Above_Average
Low,F,Horror,PG-13,Low,Below_Average
Low,D,Comedy,R,Low,Average
Low,F,Documentary,R,Low,Below_Average
Low,F,Thriller,R,Low,Average
Low,F,Thriller,R,Low,Awful
Low,F,Drama,R,Low,Above_Average
Low,F,Documentary,Unrated,Low,Above_Average
Low,F,Drama,PG-13,Low,Above_Average
Low,F,Horror,R,Low,Awful
Low,F,Documentary,PG-13,Low,Above_Average
Low,F,Romance,R,Low,Above_Average
Low,F,Horror,R,Low,Below_Average
Low,F,Drama,R,Low,Above_Average
Low,F,Drama,R,Low,Below_Average
Low,F,Horror,Unrated,Low,Awful
Low,F,Sci-Fi,R,High,Awful
Low,D,Comedy,PG-13,High,Average
Low,D,Animation,PG,High,Below_Average
Low,F,Comedy,PG-13,High,Below_Average
Low,C,Thriller,R,Medium,Average
Low,F,Comedy,R,Medium,Average
Low,F,Sci-Fi,PG,High,Poor
Low,F,Family,PG,Medium,Poor
Low,F,Animation,G,Medium,Average
Low,F,Family,PG,Medium,Poor
Low,F,Comedy,R,Medium,Below_Average
Low,F,Comedy,PG-13,Medium,Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Thriller,PG-13,Medium,Poor
Low,F,Comedy,PG-13,Medium,Below_Average
Low,D,Romance,PG-13,Low,Below_Average
Low,F,Comedy,PG-13,Low,Poor
Low,F,Comedy,R,Low,Above_Average
Low,C,Thriller,R,Medium,Average
Low,F,Thriller,R,Low,Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Action,PG,Low,Average
Low,F,Comedy,R,Low,Average
Low,F,Horror,R,Low,Below_Average
Low,F,Sci-Fi,PG-13,Low,Below_Average
Low,F,Drama,R,Low,Below_Average
Low,F,Animation,R,Low,Average
Low,F,Horror,PG,Low,Below_Average
Low,F,Animation,G,High,Above_Average
Low,F,Animation,PG,High,Average
Low,F,Animation,PG,High,Below_Average
Low,C,Romance,PG-13,High,Average
Low,D,Animation,G,High,Average
Low,F,Sci-Fi,R,Medium,Poor
Low,F,Comedy,PG-13,High,Average
Low,A,Sci-Fi,R,Medium,Below_Average
Low,F,Comedy,R,Medium,Below_Average
Low,F,Romance,PG-13,Medium,Below_Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Drama,PG-13,Medium,Above_Average
Low,F,Thriller,R,Medium,Below_Average
Low,F,Horror,R,Medium,Below_Average
Low,F,Comedy,R,Low,Average
Low,F,Thriller,R,Medium,Average
Low,F,Comedy,PG,Medium,Awful
Low,C,Comedy,PG-13,Low,Below_Average
Low,F,Comedy,R,Medium,Below_Average
Low,F,Comedy,R,Low,Below_Average
Low,D,Comedy,PG-13,Low,Below_Average
Low,F,Comedy,PG-13,Low,Awful
Low,D,Drama,PG,Low,Average
Low,F,Drama,PG-13,Low,Average
Low,F,Horror,PG-13,Low,Awful
Low,D,Comedy,R,Low,Average
Low,F,Horror,R,Low,Average
Low,A,Sci-Fi,R,Medium,Below_Average
Low,F,Drama,R,Low,Above_Average
Low,F,Drama,R,Low,Above_Average
Low,F,Comedy,PG-13,Low,Poor
Low,A,Drama,R,Low,Average
Low,F,Family,Approved,Low,Average
Low,F,Drama,PG,Low,Average
Low,F,Drama,R,Low,Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Horror,PG-13,Low,Poor
Low,F,Horror,Approved,Low,Average
Low,F,Family,PG,Low,Awful
Low,D,Animation,PG-13,High,Average
Low,D,Animation,PG,High,Below_Average
Low,F,Family,PG,High,Awful
Low,C,Animation,PG,High,Average
Low,F,Animation,PG,High,Below_Average
Low,F,Family,PG,High,Below_Average
Low,F,Comedy,R,Medium,Average
Low,C,Horror,PG-13,Medium,Poor
Low,F,Animation,PG,Medium,Poor
Low,F,Comedy,R,Medium,Poor
Low,F,Drama,PG,Medium,Average
Low,F,Comedy,PG,Medium,Below_Average
Low,F,Family,PG-13,Medium,Average
Low,F,Comedy,PG-13,Medium,Below_Average
Low,F,Comedy,R,Low,Average
Low,F,Comedy,PG-13,Medium,Average
Low,D,Family,PG,Medium,Below_Average
Low,F,Horror,R,Medium,Average
Low,F,Thriller,R,Medium,Average
Low,F,Animation,G,Medium,Average
Low,F,Comedy,PG-13,Low,Average
Low,F,Horror,R,Low,Below_Average
Low,F,Romance,R,Low,Average
Low,F,Romance,PG-13,Low,Average
Low,D,Thriller,R,Low,Average
Low,F,Horror,R,Low,Poor
Low,F,Romance,PG,Low,Above_Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Horror,R,Low,Poor
Low,F,Horror,R,Low,Below_Average
Low,F,Horror,R,Low,Below_Average
Low,F,Action,Approved,Low,Above_Average
Low,F,Horror,R,Low,Awful
Low,F,Horror,R,Low,Below_Average
Low,C,Comedy,R,Low,Average
Low,F,Horror,R,Low,Below_Average
Low,F,Thriller,R,Low,Average
Low,C,Comedy,R,Low,Above_Average
Low,F,Documentary,R,Low,Above_Average
Low,F,Documentary,Unrated,Low,Good
Low,F,Comedy,R,Low,Below_Average
Low,F,Horror,Unrated,Low,Average
Low,F,Action,R,Low,Poor
Low,B,Animation,PG,High,Above_Average
Low,C,Animation,PG,High,Poor
Low,F,Animation,PG,High,Average
Low,D,Animation,G,High,Average
Low,D,Comedy,PG-13,High,Poor
Low,F,Family,Unrated,Low,Above_Average
Low,C,Sci-Fi,PG-13,High,Below_Average
Low,F,Comedy,PG-13,Medium,Average
Low,D,Animation,R,Medium,Above_Average
Low,F,Animation,G,Medium,Below_Average
Low,B,Thriller,R,Medium,Average
Low,F,Thriller,R,Medium,Above_Average
Low,F,Family,R,Medium,Average
Low,F,Horror,R,Medium,Below_Average
Low,F,Comedy,PG-13,Low,Poor
Low,F,Comedy,R,Low,Below_Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Comedy,PG-13,Low,Below_Average
Low,F,Horror,PG-13,Low,Below_Average
Low,F,Romance,Approved,Low,Average
Low,A,Thriller,R,Low,Below_Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Thriller,PG-13,Low,Below_Average
Low,F,Thriller,R,Low,Poor
Low,F,Sci-Fi,Unrated,Low,Below_Average
Low,F,Family,PG-13,Low,Good
Low,F,Drama,R,Low,Above_Average
Low,F,Romance,R,Low,Below_Average
Low,F,Action,R,Low,Poor
Low,F,Drama,R,Low,Below_Average
Low,F,Horror,R,Low,Poor
Low,B,Drama,PG-13,Medium,Average
Low,F,Horror,PG,Medium,Average
Low,C,Romance,PG-13,Medium,Average
Low,F,Romance,PG-13,Medium,Below_Average
Low,F,Comedy,PG-13,Medium,Poor
Low,F,Documentary,PG,Medium,Below_Average
Low,F,Comedy,PG-13,Low,Average
Low,F,Romance,PG-13,Low,Below_Average
Low,F,Thriller,R,Low,Below_Average
Low,F,Horror,PG-13,Low,Poor
Low,D,Action,R,Low,Below_Average
